graph6,n,m,Delta,delta,tree,regular,gamma,gamma_set,gamma_t,gamma_t_set,independent_domination,independent_domination_set,connected_domination,connected_domination_set,roman_domination,roman_twos,roman_ones,paired_domination,paired_domination_set,paired_matching,alpha,alpha_set,tau,min_maximal_matching,mu_unmatched,mu_matching,ore_slack,tx_i_mu_slack
MI_o?rA?_W?QGE_P?,14,21,3,3,0,1,4,212,5,10277,4,928,6,343,8,84,8200,6,343,0-4;1-2;6-8,6,4323,8,5,77,1-8;4-7;5-10;9-12;11-13,6,1
M|??OOS@?I`OOH?s?,14,21,3,3,0,1,4,538,5,12674,4,538,7,1465,8,49,12288,6,371,0-1;4-6;5-8,5,234,9,5,58,0-2;6-11;7-10;8-12;9-13,6,1
M_J_d@??_S?LCKEC?,14,21,3,3,0,1,4,337,5,10377,4,337,6,3273,8,324,8193,6,207,0-1;2-7;3-6,6,952,8,5,269,1-5;4-13;6-10;7-11;9-12,6,1
MGAac?e?Co@IECOS?,14,21,3,3,0,1,4,2090,5,2504,4,2090,6,9385,8,140,528,6,2163,0-5;1-6;4-11,6,698,8,5,85,1-13;3-10;5-8;7-11;9-12,6,1
MBI?DCGR?CASPA_I?,14,21,3,3,0,1,4,83,6,723,4,83,6,1748,8,83,0,6,978,1-9;4-8;6-7,6,3250,8,5,83,2-7;3-11;5-9;8-13;10-12,6,1
MJ?@_HHa?KP??F`O?,14,21,3,3,0,1,4,564,6,679,4,1285,7,950,8,52,4097,6,679,0-9;1-2;5-7,6,4211,8,5,293,1-3;4-9;6-10;7-13;11-12,6,1
M?OaaW_@D@QCAccC?,14,21,3,3,0,1,4,1080,5,6928,4,1080,6,8876,8,28,513,6,1127,0-10;1-6;2-5,6,4395,8,5,43,2-10;4-7;6-12;8-11;9-13,6,1
Okg?_G?T??C@AP@W?T?DO,16,24,3,3,0,1,5,1420,6,10348,5,1420,7,20006,9,396,1024,6,10348,2-11;3-6;5-13,7,1989,9,6,300,0-4;1-9;6-14;7-13;10-15;11-12,6,1
OGO?We?i?A?`c@OGAc@?Q,16,24,3,3,0,1,5,167,6,14362,5,1067,7,2001,9,163,32768,6,19730,1-4;8-14;10-11,7,9277,9,5,30272,0-8;1-4;2-15;3-7;5-11,6,0
OOCi?_Bg_?ACR?OA?Hc?Q,16,24,3,3,0,1,5,1102,6,8335,5,1129,7,13250,9,1038,256,6,8335,0-2;1-13;3-7,7,49962,9,6,105,1-13;2-9;4-12;7-8;10-15;11-14,6,1
O?GU@`C_??dOSAAC?dCAA,16,24,3,3,0,1,5,551,6,903,5,690,7,5774,9,281,1024,6,903,0-9;1-8;2-7,7,11427,9,5,9548,0-9;1-12;4-11;5-14;7-15,6,0
O@O@a?C@CPOCB@?sEGE?_,16,24,3,3,0,1,5,103,6,10690,5,181,7,9682,9,39,8192,6,10690,1-7;6-13;8-11,7,21315,9,5,20034,0-15;2-3;4-12;5-8;7-13,6,0
O?OCG?gST?ODEOHOA_AC@,16,24,3,3,0,1,5,844,6,845,5,1240,7,9188,9,1584,32768,6,845,0-6;2-8;3-9,7,30018,9,6,78,0-10;4-12;5-13;7-9;8-11;14-15,6,1
OIAK??GCOJ?W_@I?m??D_,16,24,3,3,0,1,4,9288,6,2170,4,9288,7,14996,8,9288,0,6,2170,1-3;4-5;6-11,7,4588,9,5,5714,0-5;2-13;3-14;7-11;8-15,8,1
O?YCad?@@?_c?IGCQ?GOK,16,24,3,3,0,1,5,316,6,3244,5,793,7,11170,9,300,32768,6,3244,2-10;3-7;5-11,7,6671,9,5,33549,1-4;5-11;6-7;10-12;13-14,6,0
OQC?GSGW?GW_GKc??X?@Q,16,24,3,3,0,1,5,355,6,1085,5,419,7,3642,9,323,1024,6,1085,0-2;3-4;5-10,7,53299,9,5,5203,2-9;3-13;5-11;7-14;8-15,6,0
OC@F?@@E?oC_GSaO?__@P,16,24,3,3,0,1,5,309,6,882,5,309,7,875,9,1248,512,6,2956,2-11;3-9;7-8,7,18055,9,6,53,1-6;3-10;7-13;8-15;9-12;11-14,6,1
OG_K_?EK@AGG_GACiG?GW,16,24,3,3,0,1,5,675,6,1111,5,675,7,14086,9,673,2,6,11200,6-8;7-11;9-13,7,24144,9,6,210,0-12;2-10;3-14;5-8;9-13;11-15,6,1
O@DG??[?sC?@oO_DCObA?,16,24,3,3,0,1,5,1189,6,7320,5,1558,7,59406,9,549,2048,6,7320,3-4;7-12;10-11,7,2263,9,6,105,1-12;2-14;4-8;7-15;9-13;10-11,6,1
O`?t?@GCQ?_kA_?A`?KA@,16,24,3,3,0,1,5,1173,7,1819,5,1173,7,1819,9,150,8192,8,1823,0-1;2-3;4-8;9-10,7,21893,9,5,23046,0-6;3-5;4-8;7-15;10-13,6,0
OG_?iOoO??_YCA@IT?CGC,16,24,3,3,0,1,5,555,6,9648,5,572,7,6616,9,568,4,6,23620,2-14;6-11;10-12,7,12997,9,5,1197,1-9;4-14;6-11;8-13;12-15,6,0
OOHG_c?aHA?C?`OBW_?`C,16,24,3,3,0,1,4,326,6,6260,4,326,7,11654,8,326,0,6,8779,0-9;1-13;3-6,7,5403,9,6,27,2-10;5-14;6-7;8-9;11-13;12-15,8,2
OPAOOSP_?G_?ODQ@GS@?W,16,24,3,3,0,1,5,2211,6,4700,5,2586,7,21063,9,1158,2048,6,4700,2-3;4-6;9-12,7,2870,9,5,13636,0-9;1-14;3-5;4-7;11-15,6,0
OIOG?OQG?DCa__`OQG??s,16,24,3,3,0,1,4,785,6,4183,4,785,8,4447,8,785,0,6,4310,1-2;4-7;6-12,7,33005,9,6,77,1-4;5-13;7-14;8-10;9-11;12-15,8,2
OGE_He?QK@I??`A??@G?F,16,24,3,3,0,1,4,5140,6,10297,4,5140,7,9176,8,5140,0,6,10297,0-5;3-11;4-13,7,20914,9,5,11936,0-8;1-2;3-4;6-12;14-15,8,1
OT?O?DCI?S@@OO_S?CqK?,16,24,3,3,0,1,5,339,6,1351,5,2214,8,9145,9,154,16384,6,1351,0-2;1-8;6-10,7,18083,9,5,6753,1-15;2-3;4-10;7-13;8-14,6,0
OOA_cKAQB_??A@AHGA_`C,16,24,3,3,0,1,5,2633,6,5330,5,2825,8,5726,9,2569,256,6,5330,1-10;4-12;6-7,7,2462,9,6,27,2-10;5-7;6-8;9-14;11-13;12-15,6,1
O?`?_U?BH_S?GOP_?Cq_O,16,24,3,3,0,1,4,4137,6,2668,4,4137,7,5812,8,4137,0,6,2668,2-11;3-6;5-9,7,7506,9,5,5699,2-11;3-15;4-7;5-13;8-14,8,1
O_C?GdQOCO_?_PJ?C_`?g,16,24,3,3,0,1,4,32809,6,12423,4,32809,8,12447,8,32809,0,6,12423,0-1;2-13;7-12,8,2997,8,5,10825,1-8;2-15;4-10;5-14;7-12,8,1
Oq?R@?I????Me?@E@B?IO,16,24,3,3,0,1,4,8338,6,8501,4,8338,7,14981,8,8338,0,6,8501,0-2;4-8;5-13,7,1753,9,6,540,0-12;1-6;5-13;7-15;8-11;10-14,8,2
O?`?p?UGCAGAASP@O@@_@,16,24,3,3,0,1,5,31,6,821,5,651,8,4981,9,15,4096,6,821,0-4;2-9;5-8,6,3132,10,5,18616,0-10;1-13;2-15;6-8;9-12,6,0
Q?`@?HGCP?ACAQC_?`E?Ag?GAS?,18,27,3,3,0,1,5,69706,7,1822,5,69706,8,7454,10,60,163840,8,639,0-4;1-5;2-6;3-9,8,31239,10,6,1227,2-16;4-12;5-14;8-11;9-17;13-15,8,1
QO??_Q_?u?HAD?@_?D@_CA?XD??,18,27,3,3,0,1,5,1140,6,23328,5,1140,8,11851,10,1140,0,6,23328,5-12;8-14;9-11,8,101856,10,6,1596,0-8;1-11;6-13;7-17;12-15;14-16,8,1
Q?@@_?@@sAB?Q?O@C?\O?@IAO_?,18,27,3,3,0,1,5,49320,7,5323,5,49320,8,7896,10,32906,81920,8,3310,1-5;2-6;3-11;7-10,8,248002,10,6,6497,1-13;2-14;3-17;4-15;7-9;10-16,8,1
QCI?@Cg?O?_c@AO@i?CS?Cc@?G_,18,27,3,3,0,1,5,1347,7,8847,5,1347,8,84777,10,562,72,8,8863,0-3;1-13;2-4;7-9,8,124320,10,6,1146,0-15;2-7;8-11;9-16;12-13;14-17,8,1
Qo??`GIGOOG?_@AEA@??LT??E_?,18,27,3,3,0,1,5,2108,7,10954,5,2108,8,83023,10,1218,36864,8,2526,1-11;2-7;3-6;4-8,7,3881,11,6,1833,1-16;2-7;4-13;6-17;11-12;14-15,8,1
Q@?CGA?GkOH??O?RI?Qg?HO?Ga?,18,27,3,3,0,1,5,6181,7,22128,5,6181,8,29897,10,216,258,8,6351,0-6;1-11;2-3;7-12,8,12859,10,6,24884,0-10;1-11;3-15;6-9;7-16;12-17,8,1
QDAG?C?PAD?IA_GGOGI?CAH?o?O,18,27,3,3,0,1,5,410,7,12916,5,410,8,1899,10,150,257,8,1278,1-10;2-3;4-5;6-7,8,210561,10,6,407,3-17;5-9;6-10;11-16;12-15;13-14,8,1
Q??EDQS??gB?OCA?K?GCc?DOcG?,18,27,3,3,0,1,5,17937,7,5042,5,17937,8,41457,10,13313,2052,8,5106,1-6;4-7;5-8;9-12,8,98367,10,6,1876,0-7;1-14;3-11;5-17;12-15;13-16,8,1
QAIO@?CGQ`?AO__?oS?QGA@?A@G,18,27,3,3,0,1,5,1617,6,164072,5,1617,8,204861,10,1617,0,6,164072,3-5;6-17;7-15,8,137625,10,7,147,2-9;3-5;6-14;8-10;11-15;12-13;16-17,8,2
QO?k?g?__PK??OCg@AQ@??@dOG?,18,27,3,3,0,1,5,3968,7,7557,5,12307,8,3509,10,2944,131088,8,3231,0-2;1-11;3-7;4-10,7,4446,11,6,4379,2-11;5-7;6-13;9-14;10-17;15-16,8,1
QGA?sGOWA?c?a??p?@_?DBG?O_O,18,27,3,3,0,1,5,6186,7,6415,5,6186,8,26844,10,6186,0,8,6927,0-12;1-9;2-11;3-8,7,42013,11,6,5476,0-7;1-9;3-17;4-16;11-13;14-15,8,1
QO?O_F?AO??D?sG@A_IOOR?A_G?,18,27,3,3,0,1,5,1550,7,2873,5,1550,9,60508,10,526,3072,8,2877,0-2;3-5;4-9;8-11,7,9331,11,6,1892,0-17;1-15;3-14;4-16;7-12;11-13,8,1
QOC?aAAGOg_oA?oG@GR??@@??AW,18,27,3,3,0,1,5,4198,7,34910,5,4198,8,34365,10,4198,0,8,5555,0-8;1-7;4-12;5-10,7,74964,11,6,627,2-15;3-10;7-14;8-13;11-16;12-17,8,1
QDO_?C?OWT?GA__@W?P?ID??C_G,18,27,3,3,0,1,5,115840,7,11318,5,115840,8,17295,10,177,33024,8,703,0-3;1-4;2-5;7-9,7,12714,11,6,2375,3-16;4-10;5-17;7-9;12-14;13-15,8,1
Qc_??XOA?AA?GaGaGC_?g@_CcO?,18,27,3,3,0,1,5,133314,7,5080,5,133314,8,7353,10,32902,72,8,5052,2-12;3-8;4-9;5-7,8,3941,10,6,12842,0-4;2-17;6-16;7-10;8-14;11-15,8,1
Q???Oa_@QGA_Y?OEAOCD?i??@C_,18,27,3,3,0,1,5,1432,7,17772,6,231,9,7486,10,1220,2049,8,1499,0-8;1-10;3-7;4-6,8,202568,10,7,43,2-12;4-16;6-14;7-9;8-15;10-13;11-17,8,1
Q_G@O?@@HEG_c?U??aCAC?@GO_G,18,27,3,3,0,1,5,16526,6,123024,5,16526,8,140186,10,6404,24576,6,123024,4-13;7-15;14-16,8,99642,10,6,3609,1-13;2-6;5-14;7-8;12-15;16-17,8,1
QAFD??@_?A@@Gc?QCCG_gAG@C?G,18,27,3,3,0,1,5,662,7,475,5,662,9,24703,10,180,33280,8,507,0-6;1-5;3-4;7-8,8,84712,10,6,14632,0-6;1-17;2-14;4-16;7-10;9-15,8,1
QAGc?X?K?_O_?b?g?C?Q@?AZ?O?,18,27,3,3,0,1,5,1301,7,5462,5,1413,8,7594,10,1285,32896,8,1375,0-6;1-8;2-4;3-10,8,26163,10,6,20621,1-8;4-15;5-11;6-13;9-17;10-16,8,1
Q?_?GPC_CA_aC@G_M?Ac?AG_`@?,18,27,3,3,0,1,5,8984,7,16509,5,8984,8,82231,10,8457,2176,8,12575,0-4;1-8;2-13;3-12,8,67791,10,6,4549,1-14;3-15;4-16;5-11;9-10;13-17,8,1
QYA???`AAG?G@DA_?OgaOa_?Oo?,18,27,3,3,0,1,5,707,7,9650,5,707,8,67991,10,706,33,8,8631,0-5;1-2;4-13;7-8,8,109346,10,6,2172,0-16;1-10;7-15;8-17;9-12;13-14,8,1
Q_OGO?c_@?oO?PC_EG?J?OAOOQ?,18,27,3,3,0,1,5,12325,7,14661,5,12325,8,20293,10,3112,130,8,12687,0-1;2-8;3-13;7-12,7,750,11,6,1257,1-4;2-14;8-15;9-17;11-12;13-16,8,1
QA@cG?@CGRG?G??@q?GSGGCaH??,18,27,3,3,0,1,5,3085,7,17470,5,3085,8,115529,10,2309,24,8,3431,0-6;1-11;2-5;8-10,7,6329,11,6,6705,1-3;2-16;6-15;7-17;8-10;13-14,8,1
QCOK?GOOPC?CI?@I?GOc_o@?_C_,18,27,3,3,0,1,5,454,6,166000,5,454,8,11704,10,454,0,6,166000,4-5;6-15;11-17,8,27228,10,6,6346,0-16;2-10;4-5;8-13;9-15;14-17,8,1
DkG,5,4,2,1,1,0,2,5,3,7,2,5,3,7,4,1,20,4,15,0-3;1-2,3,26,2,2,2,0-3;2-4,1,0
EsP?,6,5,3,1,1,0,2,3,2,3,3,14,2,3,4,1,48,2,3,0-1,4,60,2,1,60,0-1,2,-2
Eh_O,6,5,2,1,1,0,2,9,4,15,2,9,4,15,4,9,0,4,15,0-1;2-3,3,26,3,2,20,0-1;3-5,2,0
FsPA?,7,6,4,1,1,0,2,3,2,3,3,14,2,3,4,2,12,2,3,0-1,5,124,2,1,124,0-1,3,-2
FkO`?,7,6,3,1,1,0,3,7,3,7,3,21,3,7,5,2,104,4,15,0-3;1-2,4,106,3,2,56,0-1;2-6,1,-1
Fk_`?,7,6,3,1,1,0,2,5,3,7,2,5,3,7,4,5,0,4,15,0-3;1-2,5,122,2,2,42,0-4;2-6,3,0
FhE?O,7,6,2,1,1,0,3,19,4,27,3,21,5,31,5,9,64,4,27,0-1;3-4,4,106,3,2,100,0-1;3-4,1,-1
GsPAA?,8,7,5,1,1,0,2,3,2,3,3,14,2,3,4,2,12,2,3,0-1,6,252,2,1,252,0-1,4,-2
Gs`AA?,8,7,4,1,1,0,2,3,2,3,4,30,2,3,4,3,0,2,3,0-1,6,252,2,1,252,0-1,4,-3
GkO`@?,8,7,4,1,1,0,3,7,3,7,3,21,3,7,5,4,25,4,15,0-3;1-2,5,234,3,2,120,0-1;2-7,2,-1
GkP@@?,8,7,4,1,1,0,3,7,3,7,4,53,3,7,5,2,200,4,15,0-3;1-2,5,241,3,2,120,0-1;2-7,2,-2
Gk_`@?,8,7,4,1,1,0,2,5,3,7,2,5,3,7,4,5,0,4,15,0-3;1-2,6,250,2,2,106,0-4;2-7,4,0
Gk`@@?,8,7,3,1,1,0,3,7,3,7,3,37,3,7,5,5,32,4,15,0-3;1-2,5,218,3,2,120,0-1;2-7,2,-1
GhEA?_,8,7,3,1,1,0,3,11,4,15,3,42,4,15,5,9,64,4,15,0-1;2-3,5,213,3,2,116,0-1;3-7,2,-1
GhCGK?,8,7,2,1,1,0,3,37,4,51,3,37,6,63,6,9,96,4,51,0-1;4-5,4,85,4,3,18,0-7;2-3;5-6,2,0
GhCI@?,8,7,3,1,1,0,3,22,4,30,3,146,4,30,5,18,128,4,30,1-2;3-4,5,233,3,2,201,1-2;4-5,2,-1
GhD?OO,8,7,3,1,1,0,2,18,4,27,2,18,4,30,4,18,0,4,27,0-1;3-4,5,229,3,2,105,1-2;4-7,4,0
HsPAA@?,9,8,6,1,1,0,2,3,2,3,3,14,2,3,4,2,12,2,3,0-1,7,508,2,1,508,0-1,5,-2
Hs`AA@?,9,8,5,1,1,0,2,3,2,3,4,30,2,3,4,3,0,2,3,0-1,7,508,2,1,508,0-1,5,-3
HkO`@?_,9,8,5,1,1,0,3,7,3,7,3,21,3,7,5,4,25,4,15,0-3;1-2,6,490,3,2,248,0-1;2-8,3,-1
HkP@@?_,9,8,4,1,1,0,3,7,3,7,4,53,3,7,5,6,8,4,15,0-3;1-2,6,497,3,2,248,0-1;2-8,3,-2
HkPA@?_,9,8,5,1,1,0,3,7,3,7,4,394,3,7,5,2,392,4,15,0-3;1-2,6,497,3,2,248,0-1;2-8,3,-2
HhCKC@?,9,8,3,1,1,0,3,19,4,27,4,210,5,31,6,9,288,4,27,0-1;3-4,5,234,4,2,484,0-1;3-4,3,-2
HhP?__O,9,8,4,1,1,0,2,10,3,14,2,10,3,14,4,10,0,4,15,0-1;2-3,7,501,2,2,213,1-5;3-8,5,0
HhCGI?G,9,8,3,1,1,0,3,50,4,51,3,82,5,62,5,18,64,4,51,0-1;4-5,5,213,4,2,457,1-2;4-5,3,-1
HhECC@?,9,8,4,1,1,0,3,11,4,15,3,265,4,15,5,9,256,4,15,0-1;2-3,6,500,3,2,484,0-1;3-4,3,-1
HhCGH?G,9,8,3,1,1,0,4,53,4,54,4,85,5,62,6,18,192,4,54,1-2;4-5,5,425,4,2,457,1-2;4-5,1,-2
HhD@?OG,9,8,3,1,1,0,3,22,4,30,3,82,4,30,5,18,64,4,30,1-2;3-4,6,489,3,2,233,1-2;4-8,3,-1
HhCK@?O,9,8,3,1,1,0,4,29,5,31,4,169,5,31,6,9,160,6,63,0-1;2-3;4-5,5,234,4,3,290,0-6;2-7;3-4,1,-1
Hha?__O,9,8,4,1,1,0,2,9,4,15,2,9,4,15,4,9,0,4,15,0-1;2-3,6,498,3,2,244,0-1;3-8,5,0
HhCGGC@,9,8,2,1,1,0,3,146,5,206,3,146,7,254,6,146,0,6,207,0-1;2-3;6-7,5,341,4,3,73,1-2;4-5;7-8,3,0
HhCH?_G,9,8,3,1,1,0,4,29,4,30,4,149,4,30,6,18,192,4,30,1-2;3-4,5,361,4,2,481,1-2;3-4,1,-2
HhEC@?G,9,8,3,1,1,0,3,21,5,31,3,21,5,31,6,5,272,6,63,0-5;1-2;3-4,6,490,3,3,42,0-6;2-7;4-8,3,0
HkaC@?_,9,8,5,1,1,0,2,5,3,7,2,5,3,7,4,5,0,4,15,0-3;1-2,7,506,2,2,186,0-6;2-8,5,0
HhD?__G,9,8,4,1,1,0,3,26,4,27,3,266,4,30,5,10,256,4,27,0-1;3-4,6,245,3,2,453,1-5;3-4,3,-1
HhCGI?C,9,8,3,1,1,0,3,38,4,51,3,42,5,62,5,34,8,4,51,0-1;4-5,6,469,3,2,457,1-2;4-5,3,-1
HhCIA?O,9,8,4,1,1,0,3,26,4,27,3,42,4,30,5,10,32,4,27,0-1;3-4,6,469,3,2,357,1-7;3-4,3,-1
IsPAA@?O?,10,9,7,1,1,0,2,3,2,3,3,14,2,3,4,2,12,2,3,0-1,8,1020,2,1,1020,0-1,6,-2
Is`AA@?O?,10,9,6,1,1,0,2,3,2,3,4,30,2,3,4,3,0,2,3,0-1,8,1020,2,1,1020,0-1,6,-3
IsaAA@?O?,10,9,5,1,1,0,2,3,2,3,5,62,2,3,4,3,0,2,3,0-1,8,1020,2,1,1020,0-1,6,-4
IkO`@?_G?,10,9,6,1,1,0,3,7,3,7,3,21,3,7,5,4,25,4,15,0-3;1-2,7,1002,3,2,504,0-1;2-9,4,-1
IkP@@?_G?,10,9,5,1,1,0,3,7,3,7,4,53,3,7,5,6,8,4,15,0-3;1-2,7,1009,3,2,504,0-1;2-9,4,-2
IhECA?OA?,10,9,3,1,1,0,4,27,4,27,4,649,5,31,6,9,640,4,27,0-1;3-4,6,500,4,2,996,0-1;3-4,2,-2
IhaCC?_C?,10,9,5,1,1,0,3,13,4,15,3,265,4,15,5,5,512,4,15,0-1;2-3,7,506,3,2,882,0-7;2-3,4,-1
IhD@?_GA?,10,9,3,1,1,0,4,30,4,30,4,210,4,30,6,18,192,4,30,1-2;3-4,6,873,4,2,993,1-2;3-4,2,-2
IhEA@?OC?,10,9,4,1,1,0,4,15,4,15,4,170,4,15,6,9,192,4,15,0-1;2-3,6,853,4,2,1008,0-1;2-3,2,-2
Iha?__OC?,10,9,5,1,1,0,2,9,4,15,2,9,4,15,4,9,0,4,15,0-1;2-3,7,1010,3,2,500,0-1;3-9,6,0
IhCGI@?G?,10,9,4,1,1,0,3,38,4,54,4,554,5,62,6,18,576,4,54,1-2;4-5,6,469,4,2,969,1-2;4-5,4,-2
IhCGI?O@?,10,9,3,1,1,0,3,42,5,59,3,42,5,62,6,34,264,6,63,0-1;2-3;4-5,7,981,3,3,85,1-7;3-8;5-9,4,0
IhPA?_OC?,10,9,5,1,1,0,2,10,3,14,2,10,3,14,4,10,0,4,15,0-1;2-3,8,1013,2,2,437,1-6;3-9,6,0
IkaA@?_G?,10,9,4,1,1,0,3,7,3,7,3,69,3,7,5,5,64,4,15,0-3;1-2,7,954,3,2,504,0-1;2-9,4,-1
IhCGGCOA?,10,9,3,1,1,0,4,89,6,123,4,338,6,126,7,18,448,6,123,0-1;3-4;5-6,6,933,4,3,801,1-2;3-4;6-7,2,-1
Iha@@?_G?,10,9,6,1,1,0,2,5,3,7,2,5,3,7,4,5,0,4,15,0-1;2-3,8,1018,2,2,474,0-5;2-9,6,0
IhCIA?O@?,10,9,4,1,1,0,3,42,5,59,3,42,5,62,6,10,544,6,63,0-1;2-3;4-5,7,981,3,3,85,1-7;3-8;5-9,4,0
IhCKCA?C?,10,9,4,1,1,0,3,25,4,27,3,41,5,31,5,9,32,4,27,0-1;3-4,6,490,4,2,996,0-1;3-4,4,-1
IhCIA?OA?,10,9,4,1,1,0,3,26,4,27,3,274,4,30,5,18,256,4,27,0-1;3-4,7,997,3,2,869,1-7;3-4,4,-1
IhEAA?_G?,10,9,4,1,1,0,4,15,4,15,5,213,4,15,6,6,48,4,15,0-1;2-3,6,969,4,2,1008,0-1;2-3,2,-3
IhCGGCC?_,10,9,3,1,1,0,4,101,4,102,4,329,6,126,7,34,648,4,102,1-2;5-6,6,917,4,3,393,1-2;4-5;6-9,2,-1
IhCGGCG@?,10,9,3,1,1,0,4,114,5,115,4,594,6,126,7,18,704,6,123,0-1;3-4;5-6,5,421,5,3,649,1-2;4-8;5-6,2,-1
IkaAA?_G?,10,9,4,1,1,0,3,7,3,7,4,197,3,7,6,3,768,4,15,0-3;1-2,7,1016,3,2,504,0-1;2-9,4,-2
IhCH?_OA?,10,9,4,1,1,0,4,29,4,30,5,405,4,30,7,8,611,4,30,1-2;3-4,6,933,4,2,993,1-2;3-4,2,-3
IhDAA?_C?,10,9,5,1,1,0,3,14,3,14,3,266,3,14,5,10,256,4,15,0-1;2-3,7,757,3,2,497,1-2;3-9,4,-1
IhCGGD??_,10,9,3,1,1,0,3,74,4,102,3,74,6,126,6,66,24,4,102,1-2;5-6,6,917,4,3,165,1-8;3-4;6-9,4,0
IhCI?_O@?,10,9,4,1,1,0,3,42,5,59,3,42,5,62,6,10,544,6,63,0-1;2-3;4-5,7,981,3,3,149,1-6;3-8;5-9,4,0
IhCGGC@_?,10,9,2,1,1,0,4,147,6,207,4,149,8,255,7,73,256,6,207,0-1;2-3;6-7,5,341,5,3,804,0-1;3-4;6-7,2,-1
Ih_`@?OC?,10,9,5,1,1,0,3,13,4,15,4,773,4,15,6,4,785,4,15,0-1;2-3,7,1010,3,2,994,0-4;2-3,4,-2
IhaCA@?C?,10,9,4,1,1,0,3,11,4,15,4,393,4,15,6,3,520,4,15,0-1;2-3,7,1012,3,2,500,0-1;3-9,4,-2
Ih`AA?_G?,10,9,5,1,1,0,3,7,3,7,5,229,3,7,5,6,16,4,15,0-1;2-3,7,1001,3,2,504,0-1;2-9,4,-3
JsPAA@?OA??,11,10,8,1,1,0,2,3,2,3,3,14,2,3,4,2,12,2,3,0-1,9,2044,2,1,2044,0-1,7,-2
Js`AA@?OA??,11,10,7,1,1,0,2,3,2,3,4,30,2,3,4,3,0,2,3,0-1,9,2044,2,1,2044,0-1,7,-3
JsaAA@?OA??,11,10,6,1,1,0,2,3,2,3,5,62,2,3,4,3,0,2,3,0-1,9,2044,2,1,2044,0-1,7,-4
JkP@@?_G@??,11,10,6,1,1,0,3,7,3,7,4,53,3,7,5,6,8,4,15,0-3;1-2,8,2033,3,2,1016,0-1;2-10,5,-2
JkaC@?_G@??,11,10,5,1,1,0,2,5,3,7,2,5,3,7,4,5,0,4,15,0-3;1-2,9,2042,2,2,954,0-6;2-10,7,0
JkaAA@?O@??,11,10,6,1,1,0,3,7,3,7,5,1082,3,7,5,3,1024,4,15,0-3;1-2,8,1020,3,2,1016,0-1;2-10,5,-3
JhECCA?_A??,11,10,6,1,1,0,3,11,4,15,3,1033,4,15,5,9,1024,4,15,0-1;2-3,8,2036,3,2,2020,0-1;3-4,5,-1
JhECC?GA?O?,11,10,4,1,1,0,3,19,4,27,3,21,5,31,5,17,4,4,27,0-1;3-4,8,2026,3,2,2020,0-1;3-4,5,-1
JhCGGC@G?A?,11,10,3,1,1,0,4,149,5,206,4,149,7,254,7,132,49,6,207,0-1;2-3;6-7,6,1365,5,3,841,1-2;4-5;7-10,3,-1
JhCH?_GA?G?,11,10,4,1,1,0,5,61,5,62,5,1173,5,62,7,18,1216,6,63,0-1;2-3;4-5,6,873,5,3,961,1-2;3-4;5-10,1,-2
JhCK?_OA?O?,11,10,4,1,1,0,3,25,4,27,5,405,5,31,6,25,0,4,27,0-1;3-4,7,1957,4,2,2020,0-1;3-4,5,-3
Jh`AA@?G?_?,11,10,6,1,1,0,4,15,4,15,4,538,4,15,6,2,1560,4,15,0-1;2-3,7,1001,4,2,2032,0-1;2-3,3,-2
JhCKC@?G@??,11,10,4,1,1,0,4,23,5,31,4,277,5,31,7,5,304,6,63,0-1;2-3;4-5,7,1770,4,3,968,0-1;2-10;4-5,3,-1
JhCGK@?G?O?,11,10,3,1,1,0,5,55,5,55,5,341,6,63,7,18,704,6,63,0-1;2-3;4-5,6,1706,5,3,1480,0-1;2-9;4-5,1,-2
JhCIA?_C?G?,11,10,4,1,1,0,4,46,5,62,4,298,5,62,7,10,1312,6,63,0-1;2-3;4-5,7,1749,4,3,465,1-2;3-9;5-10,3,-1
Jk`@@?_G@??,11,10,6,1,1,0,3,7,3,7,3,37,3,7,5,5,32,4,15,0-3;1-2,8,2010,3,2,1016,0-1;2-10,5,-1
JkaAA@?G@??,11,10,5,1,1,0,3,7,3,7,5,453,3,7,6,3,1536,4,15,0-3;1-2,8,2040,3,2,1016,0-1;2-10,5,-3
JhCKA?_C?O?,11,10,3,1,1,0,5,31,5,31,5,661,5,31,7,18,832,6,63,0-1;2-3;4-5,6,1386,5,3,992,0-1;2-3;4-10,1,-2
JhaAA@?G?_?,11,10,5,1,1,0,4,15,4,15,5,570,4,15,7,2,1592,4,15,0-1;2-3,7,1016,4,2,2032,0-1;2-3,3,-3
JhCGI@?O?O?,11,10,5,1,1,0,3,50,4,51,3,82,5,62,5,18,64,4,51,0-1;4-5,7,981,4,2,1993,1-2;4-5,5,-1
JkO`@?_G@??,11,10,7,1,1,0,3,7,3,7,3,21,3,7,5,4,25,4,15,0-3;1-2,8,2026,3,2,1016,0-1;2-10,5,-1
JkaCA@?G@??,11,10,5,1,1,0,3,7,3,7,4,389,3,7,6,3,1536,4,15,0-3;1-2,8,2040,3,2,1016,0-1;2-10,5,-2
JhCKCA?G?_?,11,10,4,1,1,0,4,29,5,31,4,553,5,31,6,9,544,6,63,0-1;2-3;4-5,7,1002,4,3,1250,0-8;2-9;3-4,3,-1
JhCGGD?C?A?,11,10,3,1,1,0,4,154,5,206,4,170,7,254,7,74,1024,6,207,0-1;2-3;6-7,7,1877,4,3,1573,1-8;3-4;6-7,3,-1
